audio_length,max_freq,db
39.779922902494334,22050.0,32.29354070362923
36.269186912860384,22050.0,32.613781556459784
25.781564838435372,15025.0,31.9145473073965
26.631300075585784,22050.0,31.50147424051822
24.90582766439909,22050.0,31.582010810833935
26.18536848072562,23025.0,30.138890368632527
19.695646258503402,22050.0,28.466658685977066
38.91641723356009,22050.0,33.002131763056916
36.2778231292517,22050.0,33.168180135173614
24.943537414965988,22050.0,31.691604595435983
30.493628117913833,22050.0,31.65989242607486
22.35147770219199,22050.0,29.82900037056467
28.462721088435373,19293.75,30.633650804772742
21.90881335978836,22180.0,30.882731075832318
22.066172162383474,20933.333333333332,31.03774629761721
25.693526077097506,22050.0,31.64384533438306
25.34240362811791,22050.0,31.399310131676515
54.483378684807256,22050.0,30.897498584976248
27.608616780045352,22050.0,29.399385338447743
21.593197278911564,22050.0,33.31541440330385
30.65746332908163,22293.75,31.280211668866183
39.45376795162509,22050.0,33.30777661378462
21.98095238095238,11025.0,32.0620991470059
23.11534013605442,22050.0,32.000316627678856
29.703356009070294,22050.0,31.61497957727542
23.81146485260771,20883.0,31.30385246840972
26.605565862708715,22050.0,32.248913465257154
37.755646258503404,22050.0,31.675484874514623
19.783401360544218,22050.0,31.010621712294725
38.83755102040816,22050.0,33.50622786050457
29.051326530612247,22050.0,32.485259350388695
33.1095313681028,22050.0,31.410720745283015
40.39952380952381,22050.0,33.439202639970844
26.197324263038546,22050.0,30.98592539036837
26.085975056689342,22050.0,31.650294109174048
28.091814058956917,22050.0,31.665609757160485
24.82267573696145,22050.0,32.580545246632894
27.869637188208614,22050.0,31.75899893878023
23.71856981292517,22245.0,30.48471758218281
28.826456106252028,22050.0,32.6500048916271
26.913752834467118,22050.0,31.028737853226218
33.59045351473923,22050.0,33.57690807501843
30.06984126984127,22050.0,33.33743057570667
30.21829931972789,22050.0,33.187323874447934
34.66975056689343,22050.0,30.275134231294505
39.026866213151926,22050.0,31.45444787576567
31.794051398337107,22050.0,32.71288954089734
37.51249433106576,22050.0,31.912977071800572
22.07148638106036,22142.85714285714,30.761390241883653
22.537469937469936,22050.0,31.219267218450202
55.01174603174603,22050.0,34.477691157665184
23.100113378684807,22050.0,29.733763020597344
27.09113468442933,22375.0,30.147459726411352
32.60285054627912,21849.545454545456,31.576992053802304
29.770283790283795,21715.909090909092,31.440294685383826
33.179705215419496,20353.846153846152,31.60646298203661
23.87693931090955,19816.666666666668,31.77430900368304
21.831859410430837,22050.0,32.0875353108169
26.419486016628877,22050.0,31.70643857439335
27.76393424036281,22050.0,32.232836689561125
30.607097505668936,22050.0,31.745311672361755
43.31865079365079,16537.5,31.30270977130378
28.88562358276644,22050.0,31.910808895662633
22.871655328798187,22050.0,31.396165158335453
36.335918367346935,22050.0,32.16196485010599
27.577183673469385,22050.0,30.727864323714915
27.361445578231294,22050.0,31.084886365418782
39.45224489795918,22050.0,31.182933569466446
36.086490929705214,22050.0,32.65658600453393
24.042732426303854,22050.0,31.31158896005513
23.488072562358276,22050.0,32.66512860096449
29.395498866213153,22050.0,32.491514032272015
25.09359977324263,22050.0,31.936575236664623
50.575215419501134,22050.0,29.924128450557063
24.340068027210883,22050.0,33.205955953004626
32.777127739984884,22050.0,31.083685357957958
35.29970804988662,20671.875,32.71860044715751
36.41999244142101,22050.0,31.845518186051113
26.157233560090702,22050.0,28.003863676117618
32.33083144368859,22050.0,32.21994289660449
37.691783824640964,22050.0,33.289278280145346
22.941315192743765,22050.0,32.044811061865936
21.40184240362812,22050.0,32.02192996395379
31.587502429543242,22050.0,31.29041903468027
32.44740429505136,22050.0,32.27059262060787
21.19,22050.0,30.017441379705566
31.21244791666667,24000.0,31.55086101962339
26.09646354166667,24000.0,31.732972509136534
27.861916099773243,22050.0,30.2892685681799
24.205068027210885,22050.0,31.736639970686202
24.090731292517013,20671.875,31.028109155839367
21.076757369614512,22050.0,28.16574675926455
27.447776033490314,22050.0,31.40258157417018
24.349928344671202,22180.0,30.876269224626927
27.059160997732427,22050.0,31.387955903815893
25.43739661281179,20765.277777777777,31.00718913794471
23.876852344509228,22189.285714285714,31.55883989676818
30.424018644494836,22050.0,32.254073931724974
30.053688570798688,20488.88888888889,31.439618874746316
24.519687074829932,20840.0,29.572999096564576
27.624563492063494,22050.0,32.17573619874532
34.10231292517007,22050.0,31.602049600380994
35.29409297052154,22050.0,31.46144743363382
27.984251700680275,22050.0,31.846683778627078
26.64344671201814,22050.0,29.54286973255411
25.39639455782313,22050.0,32.581172741870844
33.10365835222978,22050.0,33.51535997493341
43.27986666666667,22440.0,30.15742167981108
30.505374149659865,22050.0,33.00684914114957
29.202675736961453,22050.0,31.069175892147722
28.330657596371882,22050.0,30.1936229356605
27.727627446040145,22050.0,31.89505661150651
27.708513610013902,21722.58064516129,31.807804421163773
30.489178004535148,22050.0,30.52630895097714
23.748104450113377,22375.0,31.5142685540384
32.6969992441421,21131.25,31.703446356075634
27.795487528344676,22050.0,31.487733079806752
38.75906525573193,22050.0,31.935369358493208
33.820022675736965,21201.923076923078,32.31064704268663
21.479395313681028,22050.0,30.90398384528928
22.539603174603172,22050.0,30.830730149348692
20.830113378684807,22050.0,30.355210699302482
28.5835873015873,22050.0,31.61290240436029
28.791167800453515,20671.875,30.818783990170832
32.54290249433107,22050.0,32.741887777575954
25.406008700239354,21377.777777777777,30.77396821813434
26.63326924972888,22050.0,31.423057778524377
37.37510204081633,22050.0,31.69023415528335
35.30479591836735,22050.0,32.97878951806568
34.236455026455026,22050.0,30.726963263532813
21.514375,23025.0,30.814079279668636
31.28801120448179,21401.470588235294,31.921609262785196
26.572015621063244,22050.0,31.808093268450243
39.90263038548753,22050.0,32.84501461578038
37.18431972789116,22050.0,29.916163613641963
25.743174603174605,22050.0,31.358504076744588
21.86417233560091,22050.0,27.4429488258635
27.530260770975055,22050.0,31.945959255163977
32.97450923226433,22050.0,31.300977044064158
25.756613756613756,22050.0,32.34571840083983
29.90403628117914,22050.0,31.176286759575508
33.97666666666667,22050.0,32.0942743036547
27.79277777777778,22050.0,33.08298716753674
30.579353741496597,22050.0,30.41083530648811
33.57501133786848,22050.0,32.45855831179326
36.24901738473167,22050.0,32.57029365157336
26.390808767951626,22050.0,30.986970181528708
22.049115646258503,22050.0,30.482763925778308
28.321111111111108,22050.0,32.292208740511626
30.037490551776262,22050.0,30.78360174160892
31.384671201814058,22050.0,34.0807833710025
34.42081632653061,22050.0,30.594579042782033
29.53344671201814,22050.0,33.63415794131904
40.39001133786848,22050.0,33.57684743119372
24.599773242630384,22050.0,30.45301990337816
25.708020732102362,22050.0,31.066139985976882
23.873174603174604,22050.0,30.011997626792816
25.030716286514608,22050.0,30.00267297612561
26.17296548248929,22050.0,31.308810871418377
49.90145124716553,22050.0,34.16965173743301
36.31845804988662,22050.0,31.95419631216696
23.527679516250945,22050.0,32.380687725653374
24.082947845804988,22050.0,30.31507399353986
32.44901738473167,22050.0,31.47068363090691
34.35791383219954,22050.0,30.913304118131823
31.73641723356009,22050.0,31.944886342768747
21.46049886621315,22050.0,30.47397163141413
28.131598639455785,22050.0,32.14966890003062
32.4406446388079,20475.0,31.07396002185991
26.32464096749811,22050.0,31.7827854487097
33.295682539682545,22050.0,31.19336136216914
20.77062358276644,22050.0,31.29742731703156
38.96867724867725,18375.0,30.15946690471354
32.76455026455026,22050.0,32.53620201967604
30.404943310657597,22050.0,31.18453372132492
31.004081632653058,22050.0,32.289938880051004
29.636680839002267,22050.0,31.541179502561995
30.27967120181406,22050.0,31.305387731347764
24.99901360544218,22050.0,31.78229987843865
32.864603174603175,22050.0,29.93975332514706
38.92634164777022,22050.0,31.8557098277666
28.338684807256236,22050.0,31.651154402644348
25.505798509880144,22050.0,30.95363684960979
26.702048374905516,21131.25,31.51559511680381
25.23184550382653,20537.5,32.088375851085104
23.041329790249435,22537.5,32.18235994658714
36.35509750566894,22050.0,32.62367844732049
37.04890967498111,22050.0,32.31594121486066
29.58548752834467,22050.0,32.38218202300029
34.733098072562356,22050.0,32.851661717904335
31.2776581835115,22189.285714285714,32.6285190808169
31.346938775510203,22050.0,31.74347845733781
20.628541666666667,24000.0,30.79735601825741
22.727157974300827,22050.0,31.341959763828005
21.9612925170068,22050.0,32.25545250075941
29.872585034013607,22050.0,32.603238872711316
26.582772918691287,22050.0,31.88297681464096
27.396060900550697,21262.5,31.26020155178008
32.11702191987906,22050.0,31.380972435992998
22.795458333333332,24000.0,29.962936292573335
25.122063492063493,22050.0,29.66568913225169
32.27353237591333,22050.0,30.67806343341179
25.304429209183674,18537.5,31.39842341010936
29.018988245819163,22171.875,31.57435121461888
23.110868156786523,22050.0,30.75240456111847
26.734709467120172,22050.0,31.39539775417619
24.336384007306624,20879.166666666668,31.620089695388994
27.052687074829933,22050.0,30.604395861458972
27.59609977324263,22050.0,33.35412053815932
30.446479591836734,22050.0,32.176620496544494
22.78171201814059,16537.5,28.453638444520855
40.53477702191988,22050.0,31.800901858341607
31.85650793650794,22050.0,30.842183496787012
35.600030234315945,22050.0,30.158443416567504
25.899126984126987,22050.0,31.2123281431615
29.68217403628118,22050.0,31.785019802633812
25.399886621315193,22050.0,30.78225787473293
28.40948779289494,22180.0,30.732603163148383
27.54095763357427,22171.875,31.21158741264174
23.53857142857143,22050.0,33.170776977395434
31.78480931766646,22050.0,32.14632544413641
36.1599857181509,21637.5,32.05896220695977
34.76881632653061,22050.0,31.934023501361896
36.1823459080602,22050.0,32.93470222423152
23.468390022675738,22050.0,32.26481589913401
25.128770471151423,21041.666666666668,30.611460089533594
46.68027210884354,22050.0,32.46332341908215
33.494340136054426,22050.0,30.59376223576018
31.059469387755097,22050.0,31.351047706238592
19.356054421768707,22050.0,30.89889499476204
24.219143990929705,22050.0,32.27629384596288
26.174119425547996,22050.0,31.789390905803923
25.836564625850343,22050.0,27.78525328472042
21.07873015873016,22050.0,32.60505746518785
20.89873015873016,22050.0,31.939288992478918
27.354333333333333,24000.0,31.604068226322852
31.710272108843537,22050.0,33.99806284084949
38.50602418745276,22050.0,32.472927888089345
31.118979591836734,22050.0,31.39638672197387
22.163639455782313,22050.0,31.099995600847798
22.778924522189833,22050.0,31.326560749041725
31.20093780369289,22050.0,31.191016936618173
30.576437475352463,21655.434782608696,31.692084120840402
29.83640427599611,22050.0,31.220732708860908
29.79904006046863,22050.0,32.01558355143346
42.50616780045351,22050.0,30.864901600974036
35.237528344671205,22050.0,34.3243035892458
28.74108843537415,22050.0,33.05211632380743
35.38956462585034,22050.0,32.885225886696205
26.27878684807256,22050.0,32.084242144222195
23.496171923314783,22050.0,31.748911225829215
25.706582931783824,20033.333333333332,31.442188099808863
25.356167800453516,22050.0,31.648605072659365
30.23138321995465,22050.0,32.11280484018079
36.250907624716554,22310.0,31.88915572701735
32.27498866213152,19845.0,31.442680621655228
27.02202947845805,22050.0,30.842689544035714
35.65772108843537,22050.0,32.1965448407919
28.969584278155708,22050.0,31.922836209889834
27.303129251700682,14700.0,29.104870380182877
31.34312277291869,22050.0,32.349016583495406
28.184520975056692,22050.0,31.347328399619332
29.98861678004535,22050.0,30.909045809700704
44.102936507936505,22050.0,32.52750229025057
30.6721768707483,22050.0,27.720137734410724
40.960589569161,22050.0,32.96765033276587
23.780362811791385,22050.0,33.46586773466264
32.516825396825396,22050.0,30.348121800745815
42.003843537414966,22050.0,31.699073356230482
25.46902379940071,21401.785714285714,31.207768417302237
27.15438010204081,21617.85714285714,30.817223104292413
27.608526077097505,22050.0,31.65372259267516
37.44891156462585,22050.0,32.596854336328434
26.64748299319728,22050.0,32.10169953871421
23.401382275132274,21590.625,31.844087626473442
23.051196013289037,21793.60465116279,31.338491036806737
27.648138528138528,22050.0,31.74185735652144
27.277978080120935,22050.0,31.289772440769116
26.69404599935212,22050.0,31.067491325152435
54.19439909297053,22050.0,31.167753642608645
25.07469387755102,22050.0,31.995582322457928
22.753847316704462,22050.0,32.472521139253224
32.20761904761905,22050.0,29.729295021240638
23.20252545366161,21663.730569948188,31.404771647316313
22.857317791005304,22010.984848484848,31.273308070581372
28.96415121882086,22700.0,32.88812277613307
23.177936507936508,22050.0,33.35095529082999
20.955479969765687,22050.0,32.485710551501406
28.00333616780045,22050.0,30.831740104649615
32.92156714537667,22050.0,31.607935842703153
33.11954822954823,21201.923076923078,32.23806857431391
29.975192743764172,22050.0,32.343476420330475
26.302857142857142,22050.0,29.907528874512597
38.64641723356009,22050.0,33.199719961093464
19.32984126984127,22050.0,30.268082607771984
25.247671957671958,22050.0,32.82996320328903
